,killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
4265,M416,LZHAWSS,1.0,545048.6,584303.3,ERANGEL,2U4GBNA0Ymllc_6Eh-c0jqGSW3HCKj_KixPEGv3zEg-XsZyUhbwtCWd6i-fPN7ag,1741.0,MagicalJordy,3.0,544803.2,582197.8
2178,Bluezone,,,,,ERANGEL,2U4GBNA0YmlcJd06MAp1d4Q7M5Yy4PYrahIr2JBT9uhhXk6gHSEcIBPisz7z3coU,1749.0,Mr-Dada,4.0,440706.9,604464.9
1945,S686,dige001,6.0,324724.3,401449.8,ERANGEL,2U4GBNA0YmkJt4dyUUT94MOYESuKm2MQu1eh08EFdbeeGClsVzdp38FeLRv2PSVm,950.0,XiSuoD,15.0,324484.6,401824.9
1270,S1897,ndxwwsnd,39.0,735086.1,434066.7,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,192.0,Ryanduck93,70.0,735032.4,434395.2
6004,M16A4,Gaepi,16.0,422961.7,297680.3,ERANGEL,2U4GBNA0YmkjIvgdQAAyeZk0ZnYEpNtpJODztcsiH83QHqhfGTN1jSPP1lzCb4Jv,91.0,lucedo,27.0,411215.1,298268.5
4401,S1897,x1763,60.0,458605.9,563040.1,MIRAMAR,2U4GBNA0Ymk5zg3inVCasHGfBCqqK5ua4SpK2lrZRn20EhfQKDhwvXf1A2Eh07Ji,183.0,VattyV,65.0,457832.5,562528.7
5334,M416,DEEPOCEANSHEEP,12.0,412962.4,228649.0,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,1411.0,Lxc1479,15.0,413646.7,224529.1
6049,Down and Out,EVEN1982,1.0,357274.2,573519.1,ERANGEL,2U4GBNA0YmkjIvgdQAAyeZk0ZnYEpNtpJODztcsiH83QHqhfGTN1jSPP1lzCb4Jv,1096.0,Rampant_is_me,8.0,339486.4,553717.9
3301,R1895,ingpop,70.0,624552.6,303955.1,ERANGEL,2U4GBNA0YmkbaxRIRrLkucLQeELe8PYIRW3ZTi14fb52Wekl7vpPELmehRhsccYG,151.0,dirtymustache,82.0,624274.9,303456.0
750,Micro UZI,Raulyan,2.0,236646.5,449998.1,ERANGEL,2U4GBNA0YmmEUK5MTLyr6AfVvoPX1txbeD-jND4VXYtMmoXuatMBzW67F6i6TzwI,1770.0,Sakyalol,5.0,240137.9,453955.4
4855,M16A4,GetPetered,8.0,319204.8,534555.1,ERANGEL,2U4GBNA0YmlB0q86A8fUl8JfLjpaTo2OMObs4sDXSwl_z8yF6lNkr8gfwHqYnJQJ,537.0,Igotyoback,17.0,322090.3,538369.3
6749,UMP9,XyberionN,37.0,451678.8,633194.1,ERANGEL,2U4GBNA0YmkO4k9nFC5ZMd_WV4qDWvnz6FLVFJ_qoN5ss38_nDM_HWzEWa3-Hkvg,165.0,CTAA,45.0,448678.3,634880.1
5675,Down and Out,xiangkuihao6,10.0,549248.3,456211.6,ERANGEL,2U4GBNA0YmnIkC2agUfbPkAgjSdKzB4peHEfhtUOmLKAc8G9lzMoBMtZ33Q5p9ll,1173.0,Hishugeass,10.0,549476.4,457534.4
2672,Down and Out,B-ruce,15.0,601314.7,585537.1,ERANGEL,2U4GBNA0Ymn4K68JYbLzcXh5S2aPoQe1oJzDsd_lyNUfRddt9kkCPLgme76kr_A9,551.0,Xihongshi6,18.0,600928.2,586973.8
3168,M416,ZhouXiaoShou,1.0,462957.4,317585.3,ERANGEL,2U4GBNA0Ymm_5InGu4XxmbWrPJjpsdwDKldtKteYWNAiZwf0kk_eKg6SGWDmiikq,1848.0,ZZzsleepzZZ,3.0,474876.9,322941.8
2639,M16A4,OldDog123,26.0,423371.7,324593.2,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,125.0,ChouHolam,41.0,419259.8,324336.2
3528,M16A4,Twist-Fate1027,4.0,494131.0,634539.3,ERANGEL,2U4GBNA0YmmyNWABCuuEotdFnf2pYAu3C5f-JJ9Qv-UyQVaC43ykt3LYzYU6W2Et,1648.0,P-Nut69,6.0,493716.0,636114.4
600,M416,RnGDragon,40.0,439031.8,638255.5,ERANGEL,2U4GBNA0YmnL2IDzaNwyjj2JugGFn9rAVCHGV0UvWrWIovQDXsbi9jslN0alnHjy,89.0,Wuyan98k,45.0,438029.1,636757.1
4070,Down and Out,YanRuyu-,1.0,150875.3,212481.2,ERANGEL,2U4GBNA0YmnUX8tPU61HZRcRoGWE48u9_mAhu4VmmphV3S-xkb4HgExWgoOQMIH8,734.0,gam123,27.0,151788.2,208395.4
6391,SCAR-L,liangezi,9.0,340527.6,552731.9,ERANGEL,2U4GBNA0YmkS2eQx4J61Re6-zCya9AIQhDP8XNRgyCo4C5X8Zlz4-7V-PwsTAINp,586.0,CityRats,26.0,346006.2,559073.4
3972,Bluezone,,,,,ERANGEL,2U4GBNA0YmnnTkwTvduuDTvxNFqqQQfOkAdwyDSBGA2B0OZqDWkOL5hIt84vmDgN,1172.0,charleslol,49.0,0.0,0.0
4216,Down and Out,CaptainCrunch_,18.0,532179.3,224618.1,ERANGEL,2U4GBNA0Ymllc_6Eh-c0jqGSW3HCKj_KixPEGv3zEg-XsZyUhbwtCWd6i-fPN7ag,481.0,Enceladus_TR,21.0,531238.8,225099.2
3832,M416,noodlepoodle,4.0,373379.3,126438.6,ERANGEL,2U4GBNA0YmkDstXLYHK5B7Jq1QzLWJ-HeVx4TzVSkV3lpPTNiKcc1WXBp3-XkQZp,680.0,Rift_Walker,21.0,372964.3,126764.3
7001,SCAR-L,hanyudalao,2.0,642573.9,245129.7,MIRAMAR,2U4GBNA0Ymk1Jt6GjNIWPblco_2J6IKXz_yq5seSwKYZDaeFd2S90A1rG-cBWFKe,186.0,kisskiss11,13.0,639113.8,245550.5
6906,AKM,Train1nsession,24.0,169914.8,625916.1,ERANGEL,2U4GBNA0YmmIxbJL37qDrRDRIz-J5zFYcAFZi9szltH9Eg0-FNv_70KrOtW4aMxD,271.0,123coco,25.0,170011.4,625908.9
957,AKM,Terstegen,5.0,404239.8,303723.8,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,508.0,XIAOJQUE,28.0,402549.9,303860.8
292,AKM,mAkOeD101278__,5.0,163366.6,281607.1,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,487.0,Elisen,17.0,163119.2,281999.2
3619,Down and Out,ShhTime,1.0,356372.3,289638.1,ERANGEL,2U4GBNA0Ymn_5YOdbJcWM3qIjn0S_Z3W84sUWo36iLxk6As1P0O7BB5It8tPY8Ss,974.0,wCnmgb12,9.0,342961.2,290835.2
5830,UMP9,Kkiritoo,28.0,443790.6,624691.1,ERANGEL,2U4GBNA0Ymn4I819TCOZUmrkpodZU34WCjWNhi7ynOl4mSWUtxFC8Gi1FEtUufT-,273.0,Twist555,35.0,443888.8,622950.1
2727,UMP9,XXpolice,8.0,379582.8,115367.6,ERANGEL,2U4GBNA0Ymn4K68JYbLzcXh5S2aPoQe1oJzDsd_lyNUfRddt9kkCPLgme76kr_A9,342.0,yanbin2258,22.0,383253.9,113525.0
814,S686,Oaixx,23.0,603002.4,600193.3,ERANGEL,2U4GBNA0YmmEUK5MTLyr6AfVvoPX1txbeD-jND4VXYtMmoXuatMBzW67F6i6TzwI,162.0,nimasile23333,16.0,602990.2,600025.1
3027,M416,OlManRivers,9.0,575122.2,183436.1,ERANGEL,2U4GBNA0YmmZQ2J9Yb52vKPLwbhBwawIljBpPRhTi_79yTam0v7xmhrScrvgk6Jz,1016.0,124186128,18.0,568583.9,194459.5
4721,Bluezone,,,,,ERANGEL,2U4GBNA0Ymm0xKIivZQMUCPNnY06OPootjDdM0RtAL61KsDLeIIm8bS2hbaOZfZd,1488.0,thang11cuaanh,10.0,484093.5,366519.8
5626,Tommy Gun,superstoneCHINA,11.0,326396.9,546516.6,ERANGEL,2U4GBNA0YmnIkC2agUfbPkAgjSdKzB4peHEfhtUOmLKAc8G9lzMoBMtZ33Q5p9ll,809.0,LaVerdad,15.0,326866.2,546347.9
4902,S1897,q15060597915,28.0,424624.2,325426.9,ERANGEL,2U4GBNA0YmlB0q86A8fUl8JfLjpaTo2OMObs4sDXSwl_z8yF6lNkr8gfwHqYnJQJ,131.0,ToB001219,25.0,425478.9,326231.7
2495,Down and Out,HiImFrank,1.0,282233.7,475338.4,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1824.0,GaryKAI,2.0,271661.3,484678.6
5743,Bluezone,,,,,MIRAMAR,2U4GBNA0Ymnp7WwAto9g2slLUaiBKUFaPfS2cP7mxfvB4zSMybPXSCofOEAgrxRI,1487.0,L1314B,11.0,159497.1,454129.8
1521,SCAR-L,uknowhu,20.0,210748.2,283111.2,ERANGEL,2U4GBNA0YmltdlEYw5AmXmDdUW5i2vyhBrlQeNFBgmYyzDpsc787A_hENiNlx6I5,230.0,MoMolaichiji,28.0,210030.0,282694.8
1116,S686,finchy-,23.0,418089.2,329198.5,ERANGEL,2U4GBNA0YmnmvI29GR080nJ5U4oZyrJ2kJqz7BeQrwDdx68BbncOZ_5DnysRn2Ca,118.0,Benjamiu,22.0,418132.2,329614.6
3933,Bluezone,,,,,ERANGEL,2U4GBNA0YmnnTkwTvduuDTvxNFqqQQfOkAdwyDSBGA2B0OZqDWkOL5hIt84vmDgN,1098.0,bobsagett,39.0,0.0,0.0
1809,SCAR-L,Ihazskillage,16.0,630857.1,609643.9,ERANGEL,2U4GBNA0YmkAe0g5_7ZyvVWZ4D_2Tmvl41s103OU7KHR-uOozlEs7lUSiNOVk9qD,299.0,MeekoZzz,20.0,629256.4,611416.6
1015,Down and Out,Violence12,22.0,623517.4,304318.3,ERANGEL,2U4GBNA0Ymkoxr2BYKn-rNaRztbwuI_vg9q1ls65L42rey10uL1Qw2gSP72IZPMk,112.0,M9ayL1st,21.0,623967.8,304822.4
1265,S686,Parzival01,89.0,622632.0,375983.1,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,86.0,JoshUuAh,94.0,621739.2,376738.2
5007,Down and Out,mousesix,4.0,313488.0,541388.4,ERANGEL,2U4GBNA0YmkouKU7rw6brk7uZamG1dICaLOLV9MMRULojV9v1Y0ApEjG8568AzL-,1636.0,Petitshure,,296302.8,548637.3
5947,Down and Out,Mafia_Dipp,2.0,451047.8,629206.4,ERANGEL,2U4GBNA0YmmB9L7Ft8k_V5zo5bx1lULaksuMig43hz2WiJI2Srn46w8mB0cNMeSJ,253.0,qibie-0v0,35.0,451689.6,629558.9
4194,Down and Out,LiarSSS,14.0,577367.5,365804.2,ERANGEL,2U4GBNA0Ymkftyau6Av9xdA4QmGtUC3doKzOLyUp5wwLSkyaC0eJXtC9uBl7Mzmx,788.0,YB120,13.0,581434.3,362066.3
1994,Down and Out,Ziri,1.0,351039.3,314087.1,ERANGEL,2U4GBNA0YmkJt4dyUUT94MOYESuKm2MQu1eh08EFdbeeGClsVzdp38FeLRv2PSVm,283.0,Oayi,25.0,351044.9,314299.3
2132,M416,zhuchaosen,8.0,556908.6,633737.9,ERANGEL,2U4GBNA0YmkRFnEnlar5FbJrM9fzxmAkpXnhkbdlw89MM6k2sU8rq4IflvUQopVZ,1053.0,erbu1,32.0,574524.8,642980.2
6153,AKM,jncwouhg,58.0,294910.4,440989.8,ERANGEL,2U4GBNA0YmntHJbpR3CshqtajmRviC8mCyG3zjNmHkCoj8Gq9G5N1mq-HtxoXvfr,138.0,Nicaean,83.0,294734.8,441043.0
519,Bluezone,,,,,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,1382.0,huntetman,10.0,394218.9,219051.6
6702,AKM,EDGDDDD,30.0,169735.4,614594.6,ERANGEL,2U4GBNA0YmmJfFpXZ-QZQs8br_sVYD6XGe3CDoGgnAM66kAufAzFoILJ0LgfQMq0,327.0,CULLENPRAPS,59.0,172065.5,615359.1
5070,M416,jinizzang,14.0,370313.2,424385.1,MIRAMAR,2U4GBNA0YmnU2RHKXlhPQO71mPuk11VrC-gSWzsu-m9L5fsK__Ju6p3_SDIwWRHK,641.0,OopsVVV,24.0,370573.6,424383.3
6716,SCAR-L,S1lentk1lL,17.0,156315.8,412822.7,ERANGEL,2U4GBNA0YmmJfFpXZ-QZQs8br_sVYD6XGe3CDoGgnAM66kAufAzFoILJ0LgfQMq0,147.0,MMauseRR,77.0,157461.0,412790.9
6284,SCAR-L,Sean-B,27.0,245255.4,418800.2,MIRAMAR,2U4GBNA0YmkBdWOTl0viZyP9BZHq6-ofZRBEjZ_gLlyDDSM8jJks2pTrmSEPTq3U,816.0,CNjkh,35.0,245518.8,418471.1
1665,SCAR-L,actorsui,13.0,467475.6,368663.8,ERANGEL,2U4GBNA0YmnZ4vJC-aEUY9riuYVJgtIdnp017vKbMe8pVLHPO6SzRFJO7xtISNWh,1155.0,dooplqoob,11.0,467170.9,368797.6
4656,Down and Out,ZhuBo__XiaoLiang,1.0,400101.6,409708.5,ERANGEL,2U4GBNA0Ymm0xKIivZQMUCPNnY06OPootjDdM0RtAL61KsDLeIIm8bS2hbaOZfZd,1636.0,DistraXion,3.0,375104.4,397922.8
566,S1897,HUCANBBBB,29.0,447023.3,621013.8,ERANGEL,2U4GBNA0YmnL2IDzaNwyjj2JugGFn9rAVCHGV0UvWrWIovQDXsbi9jslN0alnHjy,105.0,imteamate,44.0,447289.1,620993.6
6969,SCAR-L,Pluto-Lucifer,6.0,641507.8,240901.2,MIRAMAR,2U4GBNA0Ymk1Jt6GjNIWPblco_2J6IKXz_yq5seSwKYZDaeFd2S90A1rG-cBWFKe,565.0,ZhouXiaoPang,13.0,641428.2,240848.1
5676,Down and Out,dabaozi1,1.0,309048.0,276545.9,ERANGEL,2U4GBNA0YmnIkC2agUfbPkAgjSdKzB4peHEfhtUOmLKAc8G9lzMoBMtZ33Q5p9ll,1103.0,yanni_the_greek,8.0,302656.0,296972.0
6858,Mini 14,KICKINWING,4.0,618750.4,237489.4,ERANGEL,2U4GBNA0YmmIxbJL37qDrRDRIz-J5zFYcAFZi9szltH9Eg0-FNv_70KrOtW4aMxD,638.0,Stonehaus,14.0,620090.3,256283.0
1626,UMP9,69XD69,15.0,548722.1,592041.7,ERANGEL,2U4GBNA0YmnZ4vJC-aEUY9riuYVJgtIdnp017vKbMe8pVLHPO6SzRFJO7xtISNWh,696.0,Seltrut,16.0,548697.8,593028.8
1827,S1897,Unchained24,17.0,151776.5,316299.7,ERANGEL,2U4GBNA0Ymmj5ChhNizFBQNzal-aacFtZr3MhwiNw8qBDJBRobgDHZqOnyiohGR6,170.0,MrLefty,28.0,151855.9,316309.4
6964,S1897,Ezeros,2.0,642327.8,241666.8,MIRAMAR,2U4GBNA0Ymk1Jt6GjNIWPblco_2J6IKXz_yq5seSwKYZDaeFd2S90A1rG-cBWFKe,430.0,pyd_yt2_tap,6.0,642001.1,241394.8
3488,Down and Out,auum560,1.0,499102.1,551627.6,ERANGEL,2U4GBNA0YmkpfMEoYocYZGCkLIZxf_dSclL_3Uka55GkexzQT_BfyFFNs0d766rH,1523.0,mmdlxl309,3.0,545827.8,523046.6
6205,S12K,DHzhendeshuai,74.0,324564.3,398662.5,ERANGEL,2U4GBNA0YmntHJbpR3CshqtajmRviC8mCyG3zjNmHkCoj8Gq9G5N1mq-HtxoXvfr,144.0,China-CQ666,82.0,324345.9,398895.0
6455,Down and Out,soieowl,1.0,186734.7,209026.4,ERANGEL,2U4GBNA0YmlMqUy26Nx8Rmm3UjhNVwg6rFwjs4FGnjp83bGmwSELWoDpqkrt6FPZ,989.0,codohundo,15.0,173790.6,205214.6
4067,Grenade,XGY_8,17.0,405239.6,311330.3,ERANGEL,2U4GBNA0YmnUX8tPU61HZRcRoGWE48u9_mAhu4VmmphV3S-xkb4HgExWgoOQMIH8,952.0,hejiubifen,19.0,409802.7,315429.7
5099,S1897,HuaSaoWuDi,21.0,435654.0,278434.6,MIRAMAR,2U4GBNA0YmnU2RHKXlhPQO71mPuk11VrC-gSWzsu-m9L5fsK__Ju6p3_SDIwWRHK,104.0,BILIjie,40.0,436388.5,278396.1
212,Mini 14,B0nD0k,37.0,446881.4,629891.8,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,89.0,2Sick,43.0,446780.2,629792.2
4743,SKS,LY123666,12.0,246630.9,243244.1,ERANGEL,2U4GBNA0Ymm0xKIivZQMUCPNnY06OPootjDdM0RtAL61KsDLeIIm8bS2hbaOZfZd,939.0,Prostitution_,11.0,242020.0,228381.2
5080,P92,FH6MP,21.0,440481.0,280651.6,MIRAMAR,2U4GBNA0YmnU2RHKXlhPQO71mPuk11VrC-gSWzsu-m9L5fsK__Ju6p3_SDIwWRHK,189.0,zhangzhen0-0,35.0,440196.1,280854.6
5281,M16A4,PoroKing,16.0,437628.5,621878.9,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,421.0,xNeonpandax,31.0,428460.8,621076.8
3888,Tommy Gun,SwagDaddyMatt,31.0,221859.8,396394.8,ERANGEL,2U4GBNA0YmkDstXLYHK5B7Jq1QzLWJ-HeVx4TzVSkV3lpPTNiKcc1WXBp3-XkQZp,87.0,jason658,42.0,220726.5,396182.2
705,Down and Out,qinqintudou,3.0,698799.3,265363.6,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,1748.0,HUOJIACHEN,5.0,695529.0,271011.2
7007,UMP9,daifan124,13.0,648305.1,238944.3,MIRAMAR,2U4GBNA0Ymk1Jt6GjNIWPblco_2J6IKXz_yq5seSwKYZDaeFd2S90A1rG-cBWFKe,269.0,KIA_Kirito,19.0,648068.9,238940.2
3895,SCAR-L,Bilithedumbfuk,14.0,436067.9,639560.8,ERANGEL,2U4GBNA0YmkDstXLYHK5B7Jq1QzLWJ-HeVx4TzVSkV3lpPTNiKcc1WXBp3-XkQZp,251.0,BUXUEXI,38.0,436646.3,639639.9
4268,S1897,gtsterk,13.0,372494.1,413555.3,ERANGEL,2U4GBNA0Ymllc_6Eh-c0jqGSW3HCKj_KixPEGv3zEg-XsZyUhbwtCWd6i-fPN7ag,257.0,MCBEBEK,23.0,371855.0,412989.5
6435,SCAR-L,jpg_zou1ei,15.0,678111.5,512776.9,ERANGEL,2U4GBNA0YmkS2eQx4J61Re6-zCya9AIQhDP8XNRgyCo4C5X8Zlz4-7V-PwsTAINp,491.0,hyfwukong,27.0,676537.6,512652.3
835,Down and Out,ShuLanHou,3.0,616881.7,497522.9,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,1404.0,Sircool,12.0,617534.8,496267.5
1261,M416,Surprisechild,5.0,289634.3,448548.3,ERANGEL,2U4GBNA0Ymlc7rVx0xWH7j4xfGd-zpHO2dN9AJ11-bFd9E-Jkmoa_BTnfqg_aOHQ,721.0,pooh-__-,3.0,292346.0,448255.9
5223,SCAR-L,MercyShen,4.0,573576.1,441211.5,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,1259.0,TheFlone,,576568.9,446844.8
5236,S1897,deezol,33.0,468854.4,639841.8,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,180.0,LightOfZero,41.0,468951.8,639406.1
5265,Punch,PikaBewm,45.0,427100.5,636786.2,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,130.0,Matchlog,40.0,427056.8,636866.9
6666,Bluezone,,,,,ERANGEL,2U4GBNA0YmmJfFpXZ-QZQs8br_sVYD6XGe3CDoGgnAM66kAufAzFoILJ0LgfQMq0,1404.0,Savage_Edison,22.0,251691.8,389710.3
2514,Down and Out,artemek,13.0,425137.2,326317.2,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,136.0,ItsMoe,28.0,424347.6,326532.5
1140,Down and Out,Nikommm,3.0,341278.3,448265.2,ERANGEL,2U4GBNA0YmnmvI29GR080nJ5U4oZyrJ2kJqz7BeQrwDdx68BbncOZ_5DnysRn2Ca,1380.0,zj9206,7.0,339215.9,451301.6
4570,Micro UZI,EA900419,14.0,435033.1,337266.0,ERANGEL,2U4GBNA0YmnI8sBpN1d7iOn4qfI2KPi85kLkMnaj_eVTWN4euC5RcLf96wRQlKOI,246.0,Euphrosyne,11.0,428373.5,329014.7
6596,Kar98k,Truly_Ghost,2.0,334765.9,675920.9,ERANGEL,2U4GBNA0YmklPmDKT1cDXoaHMN1y1wAsoa0LpWJvq0ECYyIqfcku0GqbF9TXMaiX,1745.0,00freestyle00,4.0,329907.4,671775.5
4677,S1897,Meng31,5.0,590496.9,480859.5,ERANGEL,2U4GBNA0Ymm0xKIivZQMUCPNnY06OPootjDdM0RtAL61KsDLeIIm8bS2hbaOZfZd,209.0,Surferdude88,25.0,590942.8,481116.1
6659,M16A4,Vekpikos,12.0,614886.1,484417.2,ERANGEL,2U4GBNA0YmmJfFpXZ-QZQs8br_sVYD6XGe3CDoGgnAM66kAufAzFoILJ0LgfQMq0,435.0,Sgt_Rock209,53.0,616867.8,480935.0
75,Down and Out,LowGe,3.0,371343.4,424315.8,MIRAMAR,2U4GBNA0YmnLSqvEycnTjo-KT000vfUnhSA2vfVhVPe1QBwCTNTBJ5B_1Ocel6nY,134.0,Jingchita,40.0,371384.0,423285.3
240,Mini 14,G_Berg,7.0,459813.2,415137.4,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,1578.0,T4GY0URE1T,10.0,458454.4,422289.8
6867,AKM,Bohabbash,5.0,523417.6,478900.9,ERANGEL,2U4GBNA0YmmIxbJL37qDrRDRIz-J5zFYcAFZi9szltH9Eg0-FNv_70KrOtW4aMxD,702.0,SaMaRsL,12.0,523782.9,479637.5
268,M16A4,T4GY0URE1T,10.0,451501.6,419758.9,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,1490.0,Kiyooo-,40.0,451843.5,421350.9
225,SCAR-L,berty69,7.0,460054.8,415165.3,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,1421.0,XxSWAGFISHxX,16.0,459861.2,415005.0
6776,M416,Alleballe1337,5.0,301522.5,274234.0,ERANGEL,2U4GBNA0YmkO4k9nFC5ZMd_WV4qDWvnz6FLVFJ_qoN5ss38_nDM_HWzEWa3-Hkvg,909.0,xSAMIIIx,18.0,300617.7,271960.8
4726,Punch,wslkld,22.0,398963.2,301722.2,ERANGEL,2U4GBNA0Ymm0xKIivZQMUCPNnY06OPootjDdM0RtAL61KsDLeIIm8bS2hbaOZfZd,142.0,le520520,23.0,399007.3,301633.3
3213,UMP9,ChinaboyPKK,3.0,567435.9,254039.8,ERANGEL,2U4GBNA0YmlsmhWI_uk1n90_H682IZo6muWLdaUTCs05xIT-j7x0Uqea8n6G4q4i,1122.0,Waffledeath,8.0,567924.8,254098.2
3115,SCAR-L,LawngD-a-w-n-g,12.0,600167.1,479483.7,ERANGEL,2U4GBNA0YmldsmcWI8PBcmvfdJUtUv9LuMt1MAUqG9aDvVtzvPIGelkR4_3xjGY3,784.0,hahajia1s,25.0,600432.7,479885.8
5540,Down and Out,zyshiyuer,16.0,616963.4,597111.6,ERANGEL,2U4GBNA0YmnTdCV0yjZ9FJT5KTQXu_J-mDD7JVI77_afKJCjBGNcQH8tMVM5wf0m,291.0,GOOFEICHIJI,38.0,629639.9,614317.9
3483,Tommy Gun,Wferrt,11.0,211710.5,281546.1,ERANGEL,2U4GBNA0YmkpfMEoYocYZGCkLIZxf_dSclL_3Uka55GkexzQT_BfyFFNs0d766rH,163.0,Lisoloyou,20.0,211849.5,281637.7
4450,Bluezone,,,,,MIRAMAR,2U4GBNA0Ymk5zg3inVCasHGfBCqqK5ua4SpK2lrZRn20EhfQKDhwvXf1A2Eh07Ji,955.0,kojyanky,27.0,440147.8,366359.8
6485,Down and Out,Merilvingean,11.0,390693.7,353373.8,ERANGEL,2U4GBNA0YmlMqUy26Nx8Rmm3UjhNVwg6rFwjs4FGnjp83bGmwSELWoDpqkrt6FPZ,297.0,Boobsboom,33.0,390614.2,353301.9
6986,Micro UZI,Raisu_Paisen,4.0,560929.1,147682.8,MIRAMAR,2U4GBNA0Ymk1Jt6GjNIWPblco_2J6IKXz_yq5seSwKYZDaeFd2S90A1rG-cBWFKe,362.0,DJPANG1104,14.0,555499.6,143678.0
4215,Down and Out,BBnoBB,2.0,613514.4,422105.3,ERANGEL,2U4GBNA0Ymllc_6Eh-c0jqGSW3HCKj_KixPEGv3zEg-XsZyUhbwtCWd6i-fPN7ag,957.0,greywindex,13.0,615113.8,423609.6
6654,M16A4,Rany_shy,16.0,347536.7,316059.9,ERANGEL,2U4GBNA0YmmJfFpXZ-QZQs8br_sVYD6XGe3CDoGgnAM66kAufAzFoILJ0LgfQMq0,165.0,TFGMarkus,73.0,347854.3,315929.5
5212,M16A4,parachuting_1top,14.0,168661.8,341171.1,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,673.0,SovereignApe,23.0,169201.7,341369.3
2635,M16A4,Clincher07,2.0,611188.3,256975.5,ERANGEL,2U4GBNA0YmlrMGbGieGLnoMfRvnSTMDi_db1WhYrVEfERMho7tIvimp3SZVIvxft,1405.0,Jiamenglong,11.0,598550.8,248958.8
1962,AKM,Stinf,5.0,337668.5,218442.3,ERANGEL,2U4GBNA0YmkJt4dyUUT94MOYESuKm2MQu1eh08EFdbeeGClsVzdp38FeLRv2PSVm,1308.0,jiahao6667,10.0,337674.6,219006.7
2056,S686,iHAVE2bigBRA,5.0,366406.0,440082.3,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,480.0,Hasaki_yM,18.0,366067.8,439114.8
6275,Mini 14,Ghw-Kevin,1.0,308871.2,393747.6,MIRAMAR,2U4GBNA0YmkBdWOTl0viZyP9BZHq6-ofZRBEjZ_gLlyDDSM8jJks2pTrmSEPTq3U,1135.0,Sean-B,27.0,258202.0,451304.3
607,S12K,Teajohn,1.0,436381.9,338310.0,ERANGEL,2U4GBNA0YmnL2IDzaNwyjj2JugGFn9rAVCHGV0UvWrWIovQDXsbi9jslN0alnHjy,626.0,Yang-xiaolong,25.0,436100.7,338290.3
3914,AKM,C-de-ti-0315,1.0,297751.4,213361.7,ERANGEL,2U4GBNA0YmkDstXLYHK5B7Jq1QzLWJ-HeVx4TzVSkV3lpPTNiKcc1WXBp3-XkQZp,1424.0,tianwanggaiyifu,8.0,290780.1,213287.3
